seed,order,n_src_vois,dist_max_vois(m)
386,11,332,0.139413015010002
386,12,377,0.140649919802426
386,13,422,0.146569196194153
386,14,466,0.147683310681717
386,15,507,0.156027835998553
387,1,7,0.0269718880327945
387,2,19,0.0544881862971413
387,3,37,0.0775477235507401
387,4,60,0.0967076226012837
387,5,88,0.109647563004476
387,6,120,0.119931570091574
387,7,156,0.124415900297263
387,8,196,0.131226836739179
387,9,238,0.133681716105109
387,10,282,0.139413015010002
387,11,328,0.139413015010002
387,12,374,0.142317802127558
387,13,420,0.147294593181711
387,14,464,0.147683310681717
387,15,506,0.156027835998553
388,1,7,0.0204446917761865
388,2,19,0.0431687442224444
388,3,37,0.0639373009581718
388,4,60,0.071607088723061
388,5,88,0.0763276699371718
388,6,120,0.0845483770364472
388,7,156,0.0949549486476548
388,8,196,0.100387382151278
388,9,238,0.10291316055364
388,10,282,0.108827821911837
388,11,328,0.117313799551306
388,12,374,0.12381486207328
388,13,420,0.128462638101376
388,14,464,0.134836757045249
388,15,506,0.144485707911736
389,1,7,0.0222365739258847
389,2,19,0.044384360665983
389,3,37,0.0564259275288509
389,4,61,0.0653574631744362
389,5,90,0.071607088723061
389,6,123,0.0801457805748041
389,7,160,0.0921792610970432
389,8,200,0.0969364836722237
389,9,243,0.105191872823798
389,10,288,0.112231878731564
389,11,335,0.114894158033909
389,12,383,0.123530722421807
389,13,429,0.134836757045249
389,14,472,0.144485707911736
389,15,513,0.152777712036662
390,1,7,0.0231206206712495
390,2,19,0.048371250296849
390,3,37,0.0614600215902593
390,4,60,0.0677374340958973
390,5,88,0.0746320097911279
390,6,121,0.0845483770364472
390,7,158,0.0944510741507325
390,8,198,0.0982970404225091
390,9,241,0.104391851071098
390,10,286,0.114894158033909
390,11,332,0.119931570091574
390,12,377,0.124415900297263
390,13,422,0.131226836739179
390,14,466,0.138459135559546
390,15,507,0.144485707911736
391,1,7,0.0230150876736623
391,2,19,0.0424493796348857
391,3,37,0.0607290038569743
391,4,60,0.0700732830587666
391,5,88,0.0781790204512389
391,6,121,0.0840659252906043
391,7,158,0.0951950636988261
391,8,198,0.103777716414641
391,9,241,0.112192627379593
391,10,286,0.119931570091574
391,11,332,0.124415900297263
391,12,377,0.131226836739179
391,13,422,0.135273842589467
391,14,466,0.142841842501615
391,15,507,0.147683310681717
392,1,7,0.0193429034504118
392,2,19,0.039464867434928
392,3,37,0.058021460292726
392,4,60,0.0758189789353275
392,5,88,0.0912057883190081
392,6,120,0.101679771667197
392,7,156,0.107559932218071
392,8,196,0.117313799551306
392,9,238,0.123192765697659
392,10,282,0.126394978459929
392,11,328,0.131226836739179
392,12,374,0.133681716105109
392,13,420,0.139413015010002
392,14,464,0.142174835776815
392,15,506,0.144140568001074
393,1,7,0.0188876521627726
393,2,19,0.0396405024127972
393,3,37,0.0601941117594732
393,4,61,0.0710212935047121
393,5,90,0.0869272605735345
393,6,123,0.100387382151278
393,7,160,0.104832108889831
393,8,200,0.111851118234363
393,9,243,0.118251013883124
393,10,288,0.123192765697659
393,11,335,0.126394978459929
393,12,383,0.131226836739179
393,13,429,0.13385561343953
393,14,472,0.139413015010002
393,15,513,0.144140568001074
394,1,7,0.0217715163800096
394,2,19,0.041228998017445
394,3,37,0.0563932393457913
394,4,60,0.0754696790437019
394,5,88,0.0949549486476548
394,6,121,0.100387382151278
394,7,158,0.101679771667197
394,8,198,0.107559932218071
394,9,241,0.117313799551306
394,10,286,0.123192765697659
394,11,332,0.126394978459929
394,12,377,0.131226836739179
394,13,422,0.133681716105109
394,14,466,0.139413015010002
394,15,507,0.142174835776815
395,1,7,0.0221932013615077
395,2,19,0.0410512711431493
395,3,37,0.0611586632297988
395,4,60,0.0763276699371718
395,5,88,0.0845483770364472
395,6,121,0.0949549486476548
395,7,158,0.100387382151278
395,8,198,0.101679771667197
395,9,241,0.107559932218071
395,10,286,0.117313799551306
395,11,332,0.123192765697659
395,12,377,0.126394978459929
395,13,422,0.131226836739179
395,14,466,0.133681716105109
395,15,507,0.139413015010002
396,1,7,0.0233773856441353
396,2,19,0.0373710933035395
396,3,37,0.0558676622647614
396,4,60,0.0683551593334067
396,5,88,0.0799861328527486
396,6,120,0.0915439321627189
396,7,156,0.106041673030853
396,8,196,0.119046713954734
396,9,238,0.128515301213488
396,10,282,0.144083108132432
396,11,328,0.152265433261668
396,12,374,0.154210990134178
396,13,420,0.15800705419946
396,14,464,0.162981944045772
396,15,506,0.166328153273247
397,1,7,0.0223941967538542
397,2,19,0.0400844756661458
397,3,37,0.0555967569085393
397,4,61,0.0698083698790394
397,5,90,0.0822394736337297
397,6,123,0.0931549188798385
397,7,160,0.108978480372779
397,8,200,0.116455631949338
397,9,243,0.1314735997742
397,10,288,0.146534787379953
397,11,335,0.152265433261668
397,12,383,0.154873601101144
397,13,429,0.160630803071839
397,14,472,0.164763251308503
397,15,513,0.166328153273247
398,1,7,0.0250955005136506
398,2,19,0.0450637157350916
398,3,37,0.0574180465666402
398,4,60,0.0717284509917365
398,5,88,0.0847379131513302
398,6,121,0.0988332656042108
398,7,158,0.108978480372779
398,8,198,0.116455631949338
398,9,241,0.130934145205906
398,10,286,0.143184871718236
398,11,332,0.150164483030822
398,12,377,0.152265433261668
398,13,422,0.154873601101144
398,14,466,0.160630803071839
398,15,507,0.164763251308503
399,1,7,0.0263536990422012
399,2,19,0.044568511317814
399,3,37,0.0630008789957336
399,4,60,0.0734075572929112
399,5,88,0.0888828579405689
399,6,121,0.102334627487485
399,7,158,0.110034938178233
399,8,198,0.122114090937562
399,9,241,0.132916298400618
399,10,286,0.138756131199277
399,11,332,0.143184871718236
399,12,377,0.150164483030822
399,13,422,0.152265433261668
399,14,466,0.159532103026871
399,15,507,0.164763251308503
400,1,7,0.0200860808125512
400,2,19,0.0418812755583326
400,3,37,0.0602888931779362
400,4,60,0.0772190786350408
400,5,88,0.0901933216715725
400,6,120,0.0992986381535217
400,7,156,0.116322401216114
400,8,196,0.128462638101376
400,9,238,0.129300190722258
400,10,282,0.132916298400618
400,11,328,0.138756131199277
400,12,374,0.143184871718236
400,13,420,0.150164483030822
400,14,464,0.152282810641842
400,15,506,0.161856983948819
401,1,7,0.0202802030627685
401,2,19,0.0308551526871672
401,3,37,0.0460534443303416
401,4,60,0.0612764166080998
401,5,88,0.0697641659382934
401,6,120,0.0752449235721754
401,7,156,0.0868420429718729
401,8,196,0.0990240081543072
401,9,238,0.109663666200139
401,10,282,0.126486270747977
401,11,328,0.135835468370727
401,12,374,0.143660637119948
401,13,420,0.153809197136187
401,14,464,0.162981944045772
401,15,506,0.166328153273247
402,1,7,0.0155826261678297
402,2,19,0.0377150960716754
402,3,37,0.0460961604828052
402,4,61,0.061931719525042
402,5,90,0.0723621195966694
402,6,123,0.0806073924328706
402,7,160,0.0905256442983881
402,8,200,0.102887394198693
402,9,243,0.117736129807641
402,10,288,0.128380491907198
402,11,335,0.137587926617456
402,12,383,0.146103601491916
402,13,429,0.158596574470081
402,14,472,0.166328153273247
402,15,513,0.166328153273247
403,1,7,0.0192873516866768
403,2,19,0.0362077435318825
403,3,37,0.0518985743443719
403,4,60,0.0626671390292202
403,5,88,0.0684609963922811
403,6,121,0.0793129846742564
403,7,158,0.0937805204131365
403,8,198,0.106297896978831
403,9,241,0.118451464835413
403,10,286,0.134510140808778
403,11,332,0.137491971900371
403,12,377,0.148923793189146
403,13,422,0.15800705419946
403,14,466,0.162981944045772
403,15,507,0.166328153273247
404,1,7,0.0227663231605963
404,2,19,0.0375968304355033
404,3,37,0.0556193415526758
404,4,60,0.0641073431288094
404,5,88,0.0732486914980962
404,6,121,0.0846344434454329
404,7,158,0.10142902494634
404,8,198,0.115406960109938
404,9,241,0.126916313700339
404,10,286,0.136689290114004
404,11,332,0.146449485772434
404,12,377,0.154210990134178
404,13,422,0.15800705419946
404,14,466,0.162981944045772
404,15,507,0.166328153273247
405,1,7,0.0189422892912126
405,2,19,0.0327179285535526
405,3,37,0.0415381386604096
405,4,60,0.057889741909796
405,5,88,0.0706341685618186
405,6,120,0.0829364972173128
405,7,156,0.099631514736811
405,8,196,0.108698734521572
405,9,238,0.11201940319418
405,10,282,0.120125815815925
405,11,328,0.124456415794795
405,12,374,0.125754393897478
405,13,420,0.134594502237461
405,14,464,0.140206771427089
405,15,506,0.148104349555798
406,1,7,0.0199507250356839
406,2,19,0.0351731144955726
406,3,37,0.0489343391345605
406,4,61,0.0609796327363751
406,5,90,0.0740818556122051
406,6,123,0.0860112752079233
406,7,160,0.100866126400215
406,8,200,0.108981577421959
406,9,243,0.11843015559123
406,10,288,0.124388869003678
406,11,335,0.124456415794795
406,12,383,0.130235863902873
406,13,429,0.136754637876478
406,14,472,0.142158832479852
406,15,513,0.154017475138978
407,1,7,0.0175760329801772
407,2,19,0.0332544211629702
407,3,37,0.0468577416197119
407,4,60,0.055185753826987
407,5,88,0.0635812282051261
407,6,121,0.0829089841980437
407,7,158,0.102835915334847
407,8,198,0.108698734521572
407,9,241,0.111156550258311
407,10,286,0.119488353804348
407,11,332,0.125754393897478
407,12,377,0.134594502237461
407,13,422,0.140206771427089
407,14,466,0.148104349555798
407,15,507,0.154017475138978
408,1,7,0.0151099750723513
408,2,19,0.0322630219416944
408,3,37,0.0458031726183563
408,4,60,0.0617796329552182
408,5,88,0.0673844359594354
408,6,121,0.0775382837995741
408,7,158,0.0928996391145718
408,8,198,0.103471582024541
408,9,241,0.116185004715271
408,10,286,0.125754393897478
408,11,332,0.134594502237461
408,12,377,0.140206771427089
408,13,422,0.148104349555798
408,14,466,0.154017475138978
408,15,507,0.154017475138978
409,1,7,0.0160225646423643
409,2,19,0.0309972599269675
409,3,37,0.0453962571444438
409,4,60,0.0578073310248636
409,5,88,0.0753685535784766
409,6,120,0.0791057394582541
409,7,156,0.0862815076719548
409,8,196,0.102987460925892
409,9,238,0.1188551675695
409,10,282,0.134594502237461
409,11,328,0.140206771427089
409,12,374,0.148104349555798
409,13,420,0.154017475138978
409,14,464,0.154017475138978
409,15,506,0.162904750976204
410,1,7,0.0154762639613937
410,2,19,0.0320368982614229
410,3,37,0.0485131395346142
410,4,60,0.0658271347011103
410,5,88,0.0823769049350317
410,6,120,0.0920001363187956
410,7,156,0.104706334885058
410,8,196,0.112906755597898
410,9,238,0.12038413070533
410,10,282,0.129850866900854
410,11,328,0.136732635785562
410,12,374,0.142396705742894
410,13,420,0.152233085969198
410,14,464,0.159369742705965
410,15,506,0.162968823009262
411,1,7,0.0218116796411461
411,2,19,0.0337060733959233
411,3,37,0.0510052293809391
411,4,61,0.0651351378060356
411,5,90,0.0830013928247726
411,6,123,0.103632756440406
411,7,160,0.10535834768175
411,8,200,0.116009313088081
411,9,243,0.118820520476912
411,10,288,0.127186329119777
411,11,335,0.131808118169177
411,12,383,0.140967736142982
411,13,429,0.145922012959103
411,14,472,0.152233085969198
411,15,513,0.159369742705965
412,1,7,0.0218116796411461
412,2,19,0.0352668477616944
412,3,37,0.048192928219867
412,4,60,0.0628334413045909
412,5,88,0.0808033737544769
412,6,121,0.0977110591628602
412,7,158,0.10535834768175
412,8,198,0.113967371033361
412,9,241,0.116009313088081
412,10,286,0.12038413070533
412,11,332,0.129850866900854
412,12,377,0.136732635785562
412,13,422,0.142396705742894
412,14,466,0.152233085969198
412,15,507,0.159369742705965
413,1,7,0.0162508662430331
413,2,19,0.0298175718333669
413,3,37,0.0438943382365277
413,4,60,0.0575371977148316
413,5,88,0.0717345753223528
413,6,121,0.0933723501888015
413,7,158,0.10535834768175
413,8,198,0.108698734521572
413,9,241,0.113967371033361
413,10,286,0.116009313088081
413,11,332,0.12038413070533
413,12,377,0.129850866900854
413,13,422,0.136732635785562
413,14,466,0.142396705742894
413,15,507,0.152233085969198
414,1,7,0.0223194548620472
414,2,19,0.0371051179859792
414,3,37,0.0541031514803576
414,4,60,0.0769320340316447
414,5,88,0.092072422051958
414,6,120,0.109499253887735
414,7,156,0.116039622841159
414,8,196,0.119235206127659
414,9,238,0.127186329119777
414,10,282,0.1341758467672
414,11,328,0.144671285395777
414,12,374,0.154928815537495
414,13,420,0.16415011520207
414,14,464,0.166328153273247
414,15,506,0.166328153273247
415,1,7,0.0200509637616416
415,2,19,0.0357431544078312
415,3,37,0.0603751983456741
415,4,61,0.0775150047201284
415,5,90,0.0949543013614246
415,6,123,0.102215784445571
415,7,160,0.109499253887735
415,8,200,0.116039622841159
415,9,243,0.120155865962751
415,10,288,0.129858428507286
415,11,335,0.139681956393047
415,12,383,0.145340363229415
415,13,429,0.154928815537495
415,14,472,0.166328153273247
415,15,513,0.166328153273247
416,1,7,0.0192477934013028
416,2,19,0.0386926945262618
416,3,37,0.0617720749742583
416,4,60,0.081963265619672
416,5,88,0.0979537560143016
416,6,121,0.105745157312371
416,7,158,0.109499253887735
416,8,198,0.116039622841159
416,9,241,0.119235206127659
416,10,286,0.127186329119777
416,11,332,0.1341758467672
416,12,377,0.144671285395777
416,13,422,0.154928815537495
416,14,466,0.16415011520207
416,15,507,0.166328153273247
417,1,7,0.023174603886541
417,2,19,0.0420482707696424
417,3,37,0.0586444479346689
417,4,60,0.0757700888550661
417,5,88,0.0919171911579917
417,6,121,0.105745157312371
417,7,158,0.105745157312371
417,8,198,0.109499253887735
417,9,241,0.116039622841159
417,10,286,0.119235206127659
417,11,332,0.127186329119777
417,12,377,0.1341758467672
417,13,422,0.144671285395777
417,14,466,0.154928815537495
417,15,507,0.16415011520207
418,1,7,0.0263269236197953
418,2,19,0.0425177447459605
418,3,37,0.0572881979364353
418,4,60,0.0757700888550661
418,5,88,0.0854142691444948
418,6,120,0.0965546136043936
418,7,156,0.105745157312371
418,8,196,0.108698734521572
418,9,238,0.109499253887735
418,10,282,0.116039622841159
418,11,328,0.119235206127659
418,12,374,0.127186329119777
418,13,420,0.1341758467672
418,14,464,0.144671285395777
418,15,506,0.154928815537495
419,1,7,0.0184581449030962
419,2,19,0.0337101350488674
419,3,37,0.0529624930962507
419,4,60,0.0712822372290055
419,5,88,0.0821786201476733
419,6,120,0.0993060810997569
419,7,156,0.121606164241226
419,8,196,0.136625534078063
419,9,238,0.145922012959103
419,10,282,0.152233085969198
419,11,328,0.159369742705965
419,12,374,0.162968823009262
419,13,420,0.16415011520207
419,14,464,0.166328153273247
419,15,506,0.166328153273247
420,1,7,0.0158775778787483
420,2,19,0.0339795780793723
420,3,37,0.0516958267211186
420,4,61,0.0757302559789678
420,5,90,0.0860580774515265
420,6,123,0.101904717624186
420,7,160,0.121606164241226
420,8,200,0.136642803292233
420,9,243,0.150042166308173
420,10,288,0.159369742705965
420,11,335,0.162968823009262
420,12,383,0.16415011520207
420,13,429,0.166328153273247
420,14,472,0.166328153273247
420,15,513,0.166328153273247
421,1,7,0.018438411568425
421,2,19,0.0378058801128235
421,3,37,0.0531060175929106
421,4,60,0.0680831478887851
421,5,88,0.0852343232902901
421,6,121,0.104572890817572
421,7,158,0.120072659023962
421,8,198,0.133079974255757
421,9,241,0.140967736142982
421,10,286,0.150042166308173
421,11,332,0.159369742705965
421,12,377,0.162968823009262
421,13,422,0.16415011520207
421,14,466,0.166328153273247
421,15,507,0.166328153273247
422,1,7,0.0211787870082663
422,2,19,0.0395852550039844
422,3,37,0.0523506086759983
422,4,60,0.0692134238408521
422,5,88,0.0918432124923724
422,6,121,0.107317279000224
422,7,158,0.118820520476912
422,8,198,0.127186329119777
422,9,241,0.133079974255757
422,10,286,0.141638677848517
422,11,332,0.153287362919478
422,12,377,0.162968823009262
422,13,422,0.16415011520207
422,14,466,0.166328153273247
422,15,507,0.166328153273247
423,1,7,0.0236663684253258
423,2,19,0.0476716464688003
423,3,37,0.0710298539948373
423,4,60,0.0907986278910412
423,5,88,0.110146286913112
423,6,120,0.125715983834126
423,7,156,0.135273842589467
423,8,196,0.142841842501615
423,9,238,0.147683310681717
423,10,282,0.156027835998553
423,11,328,0.157687113816434
423,12,374,0.162696249638063
423,13,420,0.166328153273247
423,14,464,0.166328153273247
423,15,506,0.166328153273247
424,1,7,0.0266253198296158
424,2,19,0.0510566298575416
424,3,37,0.0742811518581729
424,4,61,0.0907234567689774
424,5,90,0.111504172149452
424,6,123,0.133960880314647
424,7,160,0.136656350439721
424,8,200,0.146324933721479
424,9,243,0.156027835998553
424,10,288,0.157687113816434
424,11,335,0.162696249638063
424,12,383,0.166328153273247
424,13,429,0.166328153273247
424,14,472,0.166328153273247
424,15,513,0.166328153273247
425,1,7,0.0265590045950467
425,2,19,0.0485059443050261
425,3,37,0.0682331738963541
425,4,60,0.0883897852600417
425,5,88,0.110152890755779
425,6,121,0.129886014325409
425,7,158,0.142657625253912
425,8,198,0.147683310681717
425,9,241,0.156027835998553
425,10,286,0.157687113816434
425,11,332,0.162696249638063
425,12,377,0.166328153273247
425,13,422,0.166328153273247
425,14,466,0.166328153273247
425,15,507,0.166328153273247
426,1,7,0.0252186992045112
426,2,19,0.0473568294710025
426,3,37,0.0669120594806547
426,4,60,0.0872742578604975
426,5,88,0.108798042307081
426,6,121,0.127266858514108
426,7,158,0.142521516592911
426,8,198,0.156027835998553
426,9,241,0.157687113816434
426,10,286,0.162696249638063
426,11,332,0.166328153273247
426,12,377,0.166328153273247
426,13,422,0.166328153273247
426,14,466,0.166328153273247
426,15,507,0.166328153273247
427,1,7,0.0208660781884255
427,2,19,0.0448512245063238
427,3,37,0.0678266461979824
427,4,60,0.0874128124719701
427,5,88,0.104448076862689
427,6,120,0.120829035736095
427,7,156,0.141218651005189
427,8,196,0.153848697246206
427,9,238,0.162696249638063
427,10,282,0.166328153273247
427,11,328,0.166328153273247
427,12,374,0.166328153273247
427,13,420,0.166328153273247
427,14,464,0.166328153273247
427,15,506,0.166328153273247
428,1,7,0.0293996434963559
428,2,19,0.0580528035467325
428,3,37,0.0828162491866459
428,4,60,0.0964761080277067
428,5,88,0.105191872823798
428,6,120,0.105191872823798
428,7,156,0.111763194566493
428,8,196,0.123530722421807
428,9,238,0.134836757045249
428,10,282,0.144485707911736
428,11,328,0.152777712036662
428,12,374,0.159436102816377
428,13,420,0.162696249638063
428,14,464,0.166328153273247
428,15,506,0.166328153273247
429,1,7,0.0326592451825491
429,2,19,0.0573133342206932
429,3,37,0.0802903508745108
429,4,61,0.0996375430413843
429,5,90,0.105191872823798
429,6,123,0.10634464869717
429,7,160,0.121604632581045
429,8,200,0.134836757045249
429,9,243,0.144079337627282
429,10,288,0.152777712036662
429,11,335,0.159436102816377
429,12,383,0.162696249638063
429,13,429,0.166328153273247
429,14,472,0.166328153273247
429,15,513,0.166328153273247
430,1,7,0.0370470373562861
430,2,19,0.0618095448506319
430,3,37,0.0821734172700951
430,4,60,0.10154882290049
430,5,88,0.105191872823798
430,6,121,0.111763194566493
430,7,158,0.123530722421807
430,8,198,0.134836757045249
430,9,241,0.144485707911736
430,10,286,0.152777712036662
430,11,332,0.159436102816377
430,12,377,0.162696249638063
430,13,422,0.166328153273247
430,14,466,0.166328153273247
430,15,507,0.166328153273247
431,1,7,0.0336431648355235
431,2,19,0.0610156666436509
431,3,37,0.0821191501109385
431,4,60,0.0921655407758839
431,5,88,0.107338184020081
431,6,121,0.123530722421807
431,7,158,0.134836757045249
431,8,198,0.144485707911736
431,9,241,0.152777712036662
431,10,286,0.159436102816377
431,11,332,0.162696249638063
431,12,377,0.166328153273247
431,13,422,0.166328153273247
431,14,466,0.166328153273247
431,15,507,0.166328153273247
432,1,7,0.0321636031507009
432,2,19,0.0549073781228136
432,3,37,0.0712133712344118
432,4,60,0.0868834862673502
432,5,88,0.108982224249925
432,6,120,0.130655618270487
432,7,156,0.144485707911736
432,8,196,0.152777712036662
432,9,238,0.159436102816377
432,10,282,0.162696249638063
432,11,328,0.166328153273247
432,12,374,0.166328153273247
432,13,420,0.166328153273247
432,14,464,0.166328153273247
432,15,506,0.166328153273247
433,1,7,0.0234474784899557
433,2,19,0.0394541297486901
433,3,37,0.0547345703436505
433,4,60,0.0634872270890328
433,5,88,0.0734676895366398
433,6,120,0.084469019568016
433,7,156,0.0946566321529353
433,8,196,0.113642110794021
433,9,238,0.129707856865073
433,10,282,0.144898830276587
433,11,328,0.152945332105644
433,12,374,0.161856983948819
433,13,420,0.164763251308503
433,14,464,0.166328153273247
433,15,506,0.166328153273247
434,1,7,0.0263550475003907
434,2,19,0.0435361393559006
434,3,37,0.0531828417547127
434,4,61,0.0667991443309506
434,5,90,0.0725008065857261
434,6,123,0.0828472374193342
434,7,160,0.104662348286125
434,8,200,0.124492663589846
434,9,243,0.140186487262516
434,10,288,0.152945332105644
434,11,335,0.161856983948819
434,12,383,0.164763251308503
434,13,429,0.166328153273247
434,14,472,0.166328153273247
434,15,513,0.166328153273247
435,1,7,0.0255344383960015
435,2,19,0.0403877994105969
435,3,37,0.0544697320667167
435,4,60,0.0620456093353785
435,5,88,0.0684884289797704
435,6,121,0.0862196392113116
435,7,158,0.103337982101994
435,8,198,0.12192981634183
435,9,241,0.134706156371678
435,10,286,0.144898830276587
435,11,332,0.152945332105644
435,12,377,0.161856983948819
435,13,422,0.164763251308503
435,14,466,0.166328153273247
435,15,507,0.166328153273247
436,1,7,0.024974374168172
436,2,19,0.0349372234103165
436,3,37,0.0516464067848898
436,4,60,0.0620456093353785
436,5,88,0.073033616264625
436,6,121,0.094893857769542
436,7,158,0.112386405968212
436,8,198,0.126695819763369
436,9,241,0.134706156371678
436,10,286,0.144898830276587
436,11,332,0.152945332105644
436,12,377,0.161856983948819
436,13,422,0.164763251308503
436,14,466,0.166328153273247
436,15,507,0.166328153273247
437,1,7,0.021384650458947
437,2,19,0.0329143466116364
437,3,37,0.0451746581845873
437,4,60,0.0601829982447976
437,5,88,0.0813212377848335
437,6,120,0.104502243550102
437,7,156,0.117058681883037
437,8,196,0.126695819763369
437,9,238,0.135603588481739
437,10,282,0.144898830276587
437,11,328,0.152945332105644
437,12,374,0.161856983948819
437,13,420,0.164763251308503
437,14,464,0.166328153273247
437,15,506,0.166328153273247
438,1,7,0.0207753645899184
438,2,19,0.0413541622950921
438,3,37,0.0587061461092285
438,4,60,0.0767448156313963
438,5,88,0.0921359318413455
438,6,120,0.110650419659449
438,7,156,0.11584073197208
438,8,196,0.122410934111104
438,9,238,0.122771810684989
438,10,282,0.122771810684989
438,11,328,0.129038954354187
438,12,374,0.139119960609123
438,13,420,0.151483049014213
438,14,464,0.162683027469904
438,15,506,0.166328153273247
439,1,7,0.0220745121419801
439,2,19,0.0420865869181476
439,3,37,0.0614773337110967
439,4,61,0.0823528179876794
439,5,90,0.1014696946848
439,6,123,0.11584073197208
439,7,160,0.122410934111104
439,8,200,0.122771810684989
439,9,243,0.122771810684989
439,10,288,0.122974054051871
439,11,335,0.131479694624466
439,12,383,0.142547473517668
439,13,429,0.152083616357344
439,14,472,0.162683027469904
439,15,513,0.166328153273247
440,1,7,0.0223011371607357
440,2,19,0.0433961085525741
440,3,37,0.0615669182640741
440,4,60,0.079423453137831
440,5,88,0.101582362156684
440,6,121,0.110650419659449
440,7,158,0.11584073197208
440,8,198,0.122410934111104
440,9,241,0.122771810684989
440,10,286,0.129038954354187
440,11,332,0.139119960609123
440,12,377,0.151483049014213
440,13,422,0.162683027469904
440,14,466,0.166328153273247
440,15,507,0.166328153273247
441,1,7,0.0233277599085291
441,2,19,0.0444513064294074
441,3,37,0.0647314208865398
441,4,60,0.0842550271231448
441,5,88,0.0952498027013739
441,6,121,0.106817725435711
441,7,158,0.11584073197208
441,8,198,0.122410934111104
441,9,241,0.129038954354187
441,10,286,0.139119960609123
441,11,332,0.151483049014213
441,12,377,0.162683027469904
441,13,422,0.166328153273247
441,14,466,0.166328153273247
441,15,507,0.166328153273247
442,1,7,0.0228931614306304
442,2,19,0.0459737566589248
442,3,37,0.0684302433310871
442,4,60,0.0788953314096725
442,5,88,0.0878446001643502
442,6,120,0.0991423849760459
442,7,156,0.113890274706931
442,8,196,0.126924417815468
442,9,238,0.139119960609123
442,10,282,0.151483049014213
442,11,328,0.162683027469904
442,12,374,0.166328153273247
442,13,420,0.166328153273247
442,14,464,0.166328153273247
442,15,506,0.166328153273247
443,1,7,0.0269302417130747
443,2,19,0.0416397488955094
443,3,37,0.0580346982697165
443,4,60,0.0650775239322511
443,5,88,0.070924527573592
443,6,120,0.0867558379398156
443,7,156,0.0989943095742643
443,8,196,0.109531137278657
443,9,238,0.120731976106591
443,10,282,0.122997579610305
443,11,328,0.124456415794795
443,12,374,0.124456415794795
443,13,420,0.131479694624466
443,14,464,0.142547473517668
443,15,506,0.152083616357344
444,1,7,0.0194864872283757
444,2,19,0.0377180731967837
444,3,37,0.0572278364614337
444,4,61,0.0678568571725145
444,5,90,0.0813378859044944
444,6,123,0.0921856557647832
444,7,160,0.105108971298687
444,8,200,0.115039367096266
444,9,243,0.121068610542959
444,10,288,0.124456415794795
444,11,335,0.124456415794795
444,12,383,0.131479694624466
444,13,429,0.142547473517668
444,14,472,0.152083616357344
444,15,513,0.162683027469904
445,1,7,0.0227901597378185
445,2,19,0.0479719741055937
445,3,37,0.0572278364614337
445,4,60,0.070810822199792
445,5,88,0.082014653883994
445,6,121,0.0921856557647832
445,7,158,0.105108971298687
445,8,198,0.115039367096266
445,9,241,0.121068610542959
445,10,286,0.124456415794795
445,11,332,0.124456415794795
445,12,377,0.124456415794795
445,13,422,0.131479694624466
445,14,466,0.142547473517668
445,15,507,0.152083616357344
446,1,7,0.0317615678512521
446,2,19,0.0468535027290696
446,3,37,0.0683248457462521
446,4,60,0.0799556927343127
446,5,88,0.0921856557647832
446,6,121,0.102410955303276
446,7,158,0.11114323341602
446,8,198,0.115996757945499
446,9,241,0.122974054051871
446,10,286,0.124388869003678
446,11,332,0.124456415794795
446,12,377,0.124456415794795
446,13,422,0.131479694624466
446,14,466,0.142547473517668
446,15,507,0.152083616357344
447,1,7,0.0287671952949646
447,2,19,0.0558419741595002
447,3,37,0.0704929576423038
447,4,60,0.0903647251590618
447,5,88,0.102410955303276
447,6,120,0.109828978593501
447,7,156,0.115996757945499
447,8,196,0.122974054051871
447,9,238,0.122974054051871
447,10,282,0.122974054051871
447,11,328,0.124388869003678
447,12,374,0.124456415794795
447,13,420,0.131479694624466
447,14,464,0.142547473517668
447,15,506,0.152083616357344
448,1,7,0.0193311294641818
448,2,19,0.0433419371764326
448,3,37,0.0665011941806418
448,4,60,0.0827944623219466
448,5,88,0.100287200030537
448,6,120,0.118999093145743
448,7,156,0.134408920230241
448,8,196,0.14280022880754
448,9,238,0.154928815537495
448,10,282,0.166328153273247
448,11,328,0.166328153273247
448,12,374,0.166328153273247
448,13,420,0.166328153273247
448,14,464,0.166328153273247
448,15,506,0.166328153273247
449,1,7,0.0208523506027986
449,2,19,0.0398328977431848
449,3,37,0.0634221983321317
449,4,61,0.0827944623219466
449,5,90,0.100287200030537
449,6,123,0.118999093145743
449,7,160,0.136312792706896
449,8,200,0.150012239932229
449,9,243,0.166328153273247
449,10,288,0.166328153273247
449,11,335,0.166328153273247
449,12,383,0.166328153273247
449,13,429,0.166328153273247
449,14,472,0.166328153273247
449,15,513,0.166328153273247
450,1,7,0.0239521908999625
450,2,19,0.0421275898082348
450,3,37,0.0571532376148368
450,4,60,0.0767087924062395
450,5,88,0.0978838817113385
450,6,121,0.116813968756627
450,7,158,0.129957474205609
450,8,198,0.144015493292761
450,9,241,0.153436923601833
450,10,286,0.166328153273247
450,11,332,0.166328153273247
450,12,377,0.166328153273247
450,13,422,0.166328153273247
450,14,466,0.166328153273247
450,15,507,0.166328153273247
451,1,7,0.0225632905195047
451,2,19,0.0382398563707409
451,3,37,0.0509367646361124
451,4,60,0.072030040495613
451,5,88,0.0937196776393671
451,6,121,0.109471841796963
451,7,158,0.127230385857497
451,8,198,0.140923296851693
451,9,241,0.152083616357344
451,10,286,0.162683027469904
